Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
KICH	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.31294332	0.184602992	9.337986018	0.78561129	33/2--54/3	NA	NA	NA	NA	0.073453417
KICH	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	4.620815018	0.844049787	25.29700469	0.077646698	19/4--54/3	NA	NA	NA	NA	0.06475292
KICH	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	23.64507525	4.288700728	130.3633942	0.000281729	7/4--54/3	NA	NA	NA	NA	0.05733174
KICH	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	1(0.88%)	0.001584013	0.000446555	6.31E-07	0.199646329
KICH	pathologic_stage_v2	StageIII/IV (vs StageI/II)	6.816540658	2.051190308	22.65281108	0.001733529	26/8--87/5	1(0.88%)	0.001190489	0.001733529	0.000279095	0.337602778
KICH	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	25.64444811	6.88945394	95.45571023	1.31E-06	16/10--96/3	2(1.77%)	1.58E-07	1.31E-06	7.22E-13	0.097323525
KIRC	AR	(continuous)	0.802530827	0.750347059	0.858343776	1.43E-10	533/175	4(0.74%)	1.75E-09	1.43E-10	7.57E-11	0.691081731
KIRC	AR	H (vs L)	0.400415438	0.29042011	0.552071009	2.33E-08	269/121--264/54	4(0.74%)	5.51E-09	2.33E-08	7.44E-09	0.976050607
KIRC	ESR1	(continuous)	0.955382126	0.834483902	1.093795823	0.508477539	533/175	4(0.74%)	0.508240195	0.508477539	0.508769686	0.901861766
KIRC	ESR1	H (vs L)	0.829322451	0.615472104	1.117476687	0.21870967	268/96--265/79	4(0.74%)	0.217661403	0.21870967	0.218044255	0.378130275
KIRC	ESR2	(continuous)	1.25358884	1.133542955	1.386347974	1.08E-05	533/175	4(0.74%)	3.31E-05	1.08E-05	1.18E-05	0.213478691
KIRC	ESR2	H (vs L)	1.897499881	1.399821117	2.572118504	3.67E-05	267/70--266/105	4(0.74%)	2.90E-05	3.67E-05	2.72E-05	0.778021347
KIRC	PGR	(continuous)	0.898366143	0.806602646	1.000569154	0.051222176	533/175	4(0.74%)	0.049365136	0.051222176	0.051667602	0.85299205
KIRC	PGR	H (vs L)	1.014756053	0.753755877	1.366131764	0.923077532	269/92--264/83	4(0.74%)	0.923087319	0.923077532	0.923076855	0.348963453
KIRC	age_at_initial_pathologic_diagnosis	(continuous)	1.028105296	1.01548959	1.040877729	1.08E-05	537/177	0(0%)	9.94E-06	1.08E-05	9.54E-06	0.39001313
KIRC	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	0.880529758	0.477290444	1.624446215	0.683860397	56/11--466/163	NA	NA	NA	NA	0.265923254
KIRC	race	ASIAN (vs WHITE)	0.52923379	0.073944607	3.78781384	0.526283186	8/1--466/163	NA	NA	NA	NA	0.282670801
KIRC	race	Global	NA	NA	NA	NA	NA	7(1.3%)	0.720519752	0.757230411	0.752183738	0.310387771
KIRC	tobacco_smoking_history_v2	Yes (vs No)	0.36748374	0.207779298	0.649941067	0.000579546	87/13--450/164	0(0%)	7.71E-05	0.000579546	0.000345755	0.320126238
KIRC	gender	FEMALE (vs MALE)	1.040646397	0.766464423	1.412909577	0.798451135	191/65--346/112	0(0%)	0.798803406	0.798451135	0.798438138	0.919643568
KIRC	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.199876966	0.647138502	2.224724271	0.562960765	125/51--269/45	NA	NA	NA	NA	0.821838971
KIRC	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.705635246	1.811691885	4.040677193	1.15E-06	83/67--269/45	NA	NA	NA	NA	0.000592007
KIRC	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	6.574349316	4.502293068	9.600012322	0	57/13--269/45	NA	NA	NA	NA	4.80E-05
KIRC	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	3(0.56%)	0	0	0	0.00010016
KIRC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	3.908176163	2.852975682	5.353652685	0	208/118--326/58	3(0.56%)	0	0	0	3.54E-06
KIRC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	2.676754232	1.907089535	3.757040814	1.25E-08	244/45--285/131	NA	NA	NA	NA	0.025624924
KIRC	histological_grade_v2	GX (vs G_1/2/Low)	0.944073155	0.129895573	6.861466501	0.954649152	5/1--285/131	NA	NA	NA	NA	0.04344708
KIRC	histological_grade_v2	Global	NA	NA	NA	NA	NA	3(0.56%)	7.34E-09	6.75E-08	1.71E-08	0.017949052
KIRC	laterality	Left (vs Right)	1.444324884	1.073610389	1.943046	0.015128198	253/98--283/79	NA	NA	NA	NA	0.537201611
KIRC	laterality	Bilateral (vs Right)	2.68E-06	0	Inf	0.993620185	1/0--283/79	NA	NA	NA	NA	0.999540133
KIRC	laterality	Global	NA	NA	NA	NA	NA	0(0%)	0.042921865	0.052299355	0.046207855	0.826648565
KIRC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.029585667	3.637210636	6.954981307	0	159/110--353/55	25(4.66%)	0	0	0	0.171538018
KIRC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	6.241780807	1.963224477	19.84481556	0.001915445	19/6--120/6	398(74.12%)	0.003243481	0.001915445	0.000414888	0.07714182
KIRC	new_tumor_event_dx_days_to	Yes (vs NO)	2.319295734	1.722469292	3.122919362	2.99E-08	127/78--410/99	0(0%)	7.45E-08	2.99E-08	1.16E-08	0.527133262
KIRC	history_of_neoadjuvant_treatment	Yes (vs No)	2.007557969	1.059730686	3.803125692	0.032521956	18/10--519/167	0(0%)	0.052831071	0.032521956	0.029150572	0.345833949
KIRC	lymph_nodes_examined_positive	Yes (vs NO)	3.216385658	1.787398595	5.787817408	9.72E-05	18/12--519/165	0(0%)	0.000876731	9.72E-05	3.75E-05	0.35023382
KIRC	serum_calcium_level	Low (vs Normal)	0.789860716	0.558358081	1.1173474	0.182537824	151/62--204/66	NA	NA	NA	NA	0.261673957
KIRC	serum_calcium_level	Elevated (vs Normal)	3.836577354	1.89585953	7.763932696	0.00018509	10/9--204/66	NA	NA	NA	NA	0.514206013
KIRC	serum_calcium_level	Global	NA	NA	NA	NA	NA	172(32.03%)	0.000919824	5.52E-05	9.17E-06	0.496176003
KIRC	hemoglobin_level	Low (vs Normal)	2.239392434	1.57647113	3.181078536	6.74E-06	186/43--263/118	NA	NA	NA	NA	0.115563101
KIRC	hemoglobin_level	Elevated (vs Normal)	5.887674916	1.819640046	19.05031492	0.003084517	5/3--263/118	NA	NA	NA	NA	0.83018427
KIRC	hemoglobin_level	Global	NA	NA	NA	NA	NA	83(15.46%)	2.73E-06	5.28E-06	2.03E-06	0.287137186
KIRC	platelet_count	Low (vs Normal)	1.637163486	1.014890072	2.640979898	0.043326901	46/20--360/108	NA	NA	NA	NA	0.74118268
KIRC	platelet_count	Elevated (vs Normal)	3.815628355	2.54084287	5.729996104	1.08E-10	38/30--360/108	NA	NA	NA	NA	0.373744497
KIRC	platelet_count	Global	NA	NA	NA	NA	NA	93(17.32%)	5.34E-08	6.41E-10	3.27E-11	0.592113048
KIRC	white_cell_count	Low (vs Normal)	2.032371221	0.891899189	4.63116553	0.091465579	164/46--268/104	NA	NA	NA	NA	0.574139451
KIRC	white_cell_count	Elevated (vs Normal)	0.760290616	0.536802864	1.076823279	0.122785289	9/6--268/104	NA	NA	NA	NA	0.091537612
KIRC	white_cell_count	Global	NA	NA	NA	NA	NA	96(17.88%)	0.067436655	0.049430464	0.043782014	0.176356203
KIRP	AR	(continuous)	0.932693036	0.812148114	1.071130111	0.323733652	289/44	2(0.69%)	0.331184045	0.323733652	0.323667548	0.341579168
KIRP	AR	H (vs L)	0.815863758	0.450284372	1.478251773	0.502169952	145/24--144/20	2(0.69%)	0.501227557	0.502169952	0.501439226	0.503698934
KIRP	ESR1	(continuous)	0.92276275	0.769778336	1.106151022	0.384772392	289/44	2(0.69%)	0.38858638	0.384772392	0.384413294	0.876132784
KIRP	ESR1	H (vs L)	0.956649041	0.52915566	1.729505053	0.883376766	146/23--143/21	2(0.69%)	0.883342746	0.883376766	0.883367345	0.446823828
KIRP	ESR2	(continuous)	1.34887042	1.040975213	1.74783356	0.02359084	289/44	2(0.69%)	0.025468325	0.02359084	0.023688162	0.886252317
KIRP	ESR2	H (vs L)	0.961019915	0.529990459	1.742596044	0.895821002	145/24--144/20	2(0.69%)	0.895762903	0.895821002	0.895814294	0.530354332
KIRP	PGR	(continuous)	1.128594548	0.981106419	1.298254327	0.090451944	289/44	2(0.69%)	0.09509804	0.090451944	0.089384513	0.453519422
KIRP	PGR	H (vs L)	1.508802244	0.827512139	2.750997966	0.179544356	147/19--142/25	2(0.69%)	0.176924055	0.179544356	0.176598347	0.652681297
KIRP	BMI	(continuous)	1.003955885	0.997983778	1.00996373	0.194645264	212/30	79(27.15%)	0.285080333	0.194645264	0.164863382	0.406598586
KIRP	tobacco_smoking_history	(continuous)	0.742846237	0.558531407	0.987984783	0.041048291	247/39	44(15.12%)	0.03169146	0.041048291	0.038142053	0.232703367
KIRP	age_at_initial_pathologic_diagnosis	(continuous)	1.005439443	0.979776316	1.03177476	0.680915579	288/44	3(1.03%)	0.680165215	0.680915579	0.680886392	0.044804701
KIRP	BMI_category	Over (vs Normal)	0.7990426	0.341135218	1.871601179	0.605432293	76/8--86/13	NA	NA	NA	NA	0.600430283
KIRP	BMI_category	Obesity (vs Normal)	0.699075908	0.268799043	1.818113337	0.462881515	51/9--86/13	NA	NA	NA	NA	0.857214263
KIRP	BMI_category	Global	NA	NA	NA	NA	NA	79(27.15%)	0.758884038	0.75498858	0.753437699	0.754757879
KIRP	tobacco_smoking_history_v2	No (vs Yes)	0.593296556	0.233114897	1.509988455	0.273370253	43/5--248/39	1(0.34%)	0.242070749	0.273370253	0.268010388	0.032531248
KIRP	gender	FEMALE (vs MALE)	1.634379142	0.847625116	3.151387481	0.14251897	77/13--214/31	1(0.34%)	0.156440538	0.14251897	0.138623055	0.521151142
KIRP	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	0.975297097	0.217433382	4.374693613	0.973941947	52/16--173/12	NA	NA	NA	NA	0.361061816
KIRP	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	4.597585171	2.173968231	9.723136293	6.55E-05	21/2--173/12	NA	NA	NA	NA	0.04049146
KIRP	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	16.34751691	6.794363478	39.33279548	4.45E-10	15/9--173/12	NA	NA	NA	NA	3.56E-05
KIRP	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	31(10.65%)	2.00E-08	1.79E-09	1.54E-14	9.00E-05
KIRP	pathologic_stage_v2	StageIII/IV (vs StageI/II)	6.203392408	3.222581748	11.94138129	4.71E-08	67/25--194/14	31(10.65%)	2.56E-08	4.71E-08	4.18E-10	0.000279109
KIRP	clinical_stage	Stage_II (vs Stage_I)	0.564874883	0.072850692	4.379967091	0.584689282	29/12--139/11	NA	NA	NA	NA	0.471179838
KIRP	clinical_stage	Stage_III (vs Stage_I)	6.588594017	2.904200474	14.94716756	6.46E-06	21/1--139/11	NA	NA	NA	NA	0.003368857
KIRP	clinical_stage	Stage_IV (vs Stage_I)	19.66624435	7.472345845	51.75900244	1.60E-09	11/7--139/11	NA	NA	NA	NA	0.001892333
KIRP	clinical_stage	Global	NA	NA	NA	NA	NA	91(31.27%)	1.01E-08	1.22E-09	3.33E-16	0.001733836
KIRP	clinical_stage_v2	StageIII/IV (vs StageI/II)	9.226109792	4.469888211	19.04322835	1.86E-09	40/19--160/12	91(31.27%)	2.89E-09	1.86E-09	2.76E-13	1.00E-04
KIRP	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	15.2679421	7.748135927	30.08595333	3.33E-15	47/28--229/12	16(5.5%)	2.22E-16	3.33E-15	0	0.002892627
KIRP	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	7.093691596	3.056211223	16.46498124	5.11E-06	14/8--185/17	92(31.62%)	9.44E-05	5.11E-06	1.02E-07	0.935934659
KIRP	new_tumor_event_dx_days_to	Yes (vs No)	4.737756617	2.612847878	8.590755686	3.01E-07	53/24--238/20	1(0.34%)	5.65E-07	3.01E-07	1.63E-08	0.008044558
KIRP	lymph_nodes_examined_positive	Yes (vs NO)	8.950097552	4.909039536	16.31770239	8.53E-13	29/19--262/25	1(0.34%)	2.08E-10	8.53E-13	0	0.000486725
KIRP	hemoglobin_level	Low (vs Normal)	4.340036625	1.860069508	10.12645916	0.000684751	97/23--112/7	NA	NA	NA	NA	0.568548652
KIRP	hemoglobin_level	Elevated (vs Normal)	1.64E-06	0	Inf	0.99807807	1/0--112/7	NA	NA	NA	NA	0.99984067
KIRP	hemoglobin_level	Global	NA	NA	NA	NA	NA	81(27.84%)	0.0008809	0.00313509	0.001006261	0.849966376
LAML	AR	(continuous)	0.924964567	0.869401126	0.984079069	0.013597896	161/103	39(19.5%)	0.012545715	0.013597896	0.012891343	0.801033513
LAML	AR	H (vs L)	0.620741017	0.419694548	0.918094866	0.016945028	78/59--83/44	39(19.5%)	0.016197223	0.016945028	0.015941363	0.609357616
LAML	ESR1	(continuous)	1.063582314	0.957415086	1.181522367	0.250604652	161/103	39(19.5%)	0.253533603	0.250604652	0.250134832	0.346869724
LAML	ESR1	H (vs L)	1.721907806	1.162901277	2.549628719	0.006656648	82/45--79/58	39(19.5%)	0.006367362	0.006656648	0.006041425	0.650256597
LAML	ESR2	(continuous)	1.006370902	0.865315783	1.170419415	0.934308697	161/103	39(19.5%)	0.934375591	0.934308697	0.934308801	0.698881499
LAML	ESR2	H (vs L)	0.975318812	0.662274236	1.43633367	0.89930547	80/50--81/53	39(19.5%)	0.899318972	0.89930547	0.899302891	0.238523055
LAML	PGR	(continuous)	0.924071384	0.751776651	1.13585321	0.453231676	161/103	39(19.5%)	0.445369738	0.453231676	0.452898323	0.047105157
LAML	PGR	H (vs L)	0.788644186	0.531884123	1.169351792	0.237410865	97/61--64/42	39(19.5%)	0.234544632	0.237410865	0.236325001	0.191418394
LAML	wbc_24hr_of_banking	(continuous)	1.003717436	0.99973894	1.007711765	0.067083109	185/120	15(7.5%)	0.081353682	0.067083109	0.066642219	0.485856919
LAML	metamyelocytes_24hr_of_banking	(continuous)	1.145219103	0.983592756	1.333404283	0.08066487	186/120	14(7%)	0.103797425	0.08066487	0.0783032	0.2454865
LAML	basophils_count	(continuous)	0.971761721	0.868890943	1.086811699	0.615842382	186/120	14(7%)	0.603099202	0.615842382	0.61544042	0.658746076
LAML	basophils_count.1	(continuous)	1.119755937	0.991107431	1.265103377	0.069291553	186/120	14(7%)	0.104033344	0.069291553	0.064721678	0.611769823
LAML	age_at_initial_pathologic_diagnosis	(continuous)	1.043541125	1.02911422	1.058170277	1.97E-09	186/120	14(7%)	1.90E-10	1.97E-09	9.75E-10	0.078523823
LAML	gender	FEMALE (vs MALE)	1.087806962	0.759394457	1.558246806	0.646245515	91/63--109/70	14(7%)	0.646594543	0.646245515	0.646149329	0.529235729
LAML	history_neoadjuvant_hydroxyurea_tx	YES (vs NO)	1.497615044	0.990604024	2.264124481	0.055467386	49/35--151/98	14(7%)	0.063743955	0.055467386	0.05384128	0.123578879
LAML	fab_category	M1 (vs M0_Undifferentiated)	1.041733929	0.523032811	2.074840345	0.907408152	44/29--44/31	NA	NA	NA	NA	0.774003764
LAML	fab_category	M2 (vs M0_Undifferentiated)	1.046929344	0.527319071	2.078553784	0.895722765	42/30--44/31	NA	NA	NA	NA	0.876355867
LAML	fab_category	M3 (vs M0_Undifferentiated)	0.298801921	0.111621453	0.79986943	0.01619672	22/15--44/31	NA	NA	NA	NA	0.123229851
LAML	fab_category	M4 (vs M0_Undifferentiated)	1.025259401	0.522709065	2.010978784	0.942143664	21/7--44/31	NA	NA	NA	NA	0.314530038
LAML	fab_category	M5 (vs M0_Undifferentiated)	1.466192045	0.683745474	3.144034139	0.325512753	19/14--44/31	NA	NA	NA	NA	0.181344878
LAML	fab_category	M6 (vs M0_Undifferentiated)	2.464739271	0.685453036	8.862663605	0.167109466	3/3--44/31	NA	NA	NA	NA	0.236545074
LAML	fab_category	M7 (vs M0_Undifferentiated)	2.312517471	0.646243795	8.275107773	0.197467866	3/3--44/31	NA	NA	NA	NA	0.301048743
LAML	fab_category	Global	NA	NA	NA	NA	NA	16(8%)	0.010513411	0.039703926	0.020163491	0.047631704
LAML	cyto_risk_group	Poor (vs Intermediate/Normal)	1.41200188	0.916103677	2.176335887	0.118054274	43/34--116/82	NA	NA	NA	NA	0.662313634
LAML	cyto_risk_group	Favorable (vs Intermediate/Normal)	0.369840074	0.204831572	0.667776352	0.000968989	38/14--116/82	NA	NA	NA	NA	0.877111796
LAML	cyto_risk_group	Global	NA	NA	NA	NA	NA	17(8.5%)	5.81E-05	0.000360548	0.000170085	0.906616448
LGG	AR	(continuous)	1.175158772	1.05676997	1.306810544	0.002890497	514/125	1(0.19%)	0.002250647	0.002890497	0.002743817	0.673226081
LGG	AR	H (vs L)	1.345353913	0.939700682	1.926120929	0.105173236	257/50--257/75	1(0.19%)	0.102397113	0.105173236	0.103923286	0.302291195
LGG	ESR1	(continuous)	1.249773573	1.036571993	1.506826341	0.019473096	514/125	1(0.19%)	0.020870258	0.019473096	0.019656373	0.039749834
LGG	ESR1	H (vs L)	1.661837303	1.159726798	2.38133949	0.005651998	260/49--254/76	1(0.19%)	0.005054696	0.005651998	0.005160526	0.325069824
LGG	ESR2	(continuous)	1.443317468	1.145083534	1.81922563	0.001889119	514/125	1(0.19%)	0.001954958	0.001889119	0.002197787	0.028237238
LGG	ESR2	H (vs L)	1.196593397	0.836833255	1.711016799	0.325274517	259/56--255/69	1(0.19%)	0.324371721	0.325274517	0.32465647	0.043783236
LGG	PGR	(continuous)	0.851059353	0.74597556	0.970946048	0.016464397	514/125	1(0.19%)	0.019124785	0.016464397	0.016863905	0.022480281
LGG	PGR	H (vs L)	0.724293499	0.508794881	1.031065941	0.073425882	260/68--254/57	1(0.19%)	0.072690023	0.073425882	0.072210043	0.212100972
LGG	eastern_cancer_oncology_group	(continuous)	1.898980171	1.324444952	2.722744864	0.000485892	149/30	366(71.07%)	0.003472937	0.000485892	0.000437874	0.395528937
LGG	karnofsky_performance_score	(continuous)	0.959643191	0.943815233	0.975736588	1.21E-06	295/87	220(42.72%)	7.38E-06	1.21E-06	8.24E-07	0.005409177
LGG	age_at_initial_pathologic_diagnosis	(continuous)	1.058336933	1.043359313	1.073529559	6.33E-15	514/125	1(0.19%)	7.66E-15	6.33E-15	8.88E-16	0.008291532
LGG	gender	FEMALE (vs MALE)	0.916038609	0.642069737	1.306909024	0.628610578	230/54--285/71	1(0.19%)	0.627979526	0.628610578	0.628503063	0.784210788
LGG	histological_grade_v2	G_1/2/Low (vs G_3/4/High)	0.299426054	0.202418233	0.442924339	1.57E-09	249/37--265/88	2(0.39%)	1.82E-10	1.57E-09	1.87E-10	0.033479013
LGG	histological_type	Oligodendroglioma (vs Astrocytoma)	0.560924944	0.375405746	0.838124606	0.004775077	191/42--194/58	NA	NA	NA	NA	0.141419247
LGG	histological_type	Oligoastrocytoma (vs Astrocytoma)	0.606070926	0.378969895	0.969264241	0.036593121	130/25--194/58	NA	NA	NA	NA	0.447427519
LGG	histological_type	Global	NA	NA	NA	NA	NA	1(0.19%)	0.010470661	0.009486998	0.008450115	0.328451811
LGG	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.061325532	0.022608399	0.166346184	4.18E-08	212/4--269/113	35(6.8%)	0	4.18E-08	1.10E-13	0.873910382
LGG	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	1.182591314	0.374680375	3.732573978	0.774893972	135/7--146/31	NA	NA	NA	NA	0.856187783
LGG	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	3.188330654	1.401183945	7.254902113	0.005708307	101/68--146/31	NA	NA	NA	NA	0.631692857
LGG	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	8.504572801	3.885910912	18.61281953	8.48E-08	63/5--146/31	NA	NA	NA	NA	0.161806533
LGG	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	71(13.79%)	7.56E-14	2.10E-11	2.72E-14	0.00363138
LGG	treatment_outcome_first_course_v2	Complete_Remission/Response (vs Uncomplete_Remission/Response)	0.21511645	0.099751789	0.463902328	8.90E-05	135/7--310/104	71(13.79%)	9.80E-07	8.90E-05	1.64E-05	0.545071184
LGG	new_tumor_event_dx_days_to	Yes (vs NO)	2.602768849	1.751139334	3.868570336	2.24E-06	165/89--350/36	1(0.19%)	7.43E-07	2.24E-06	1.01E-06	0.144759155
LGG	radiation_therapy	YES (vs NO)	1.429900901	0.970897745	2.105903116	0.070227267	142/38--373/87	1(0.19%)	0.077013801	0.070227267	0.06883334	0.774573105
LGG	targeted_molecular_therapy	YES (vs NO)	1.261193264	0.841036009	1.891248925	0.26163693	138/33--377/92	1(0.19%)	0.269904653	0.26163693	0.260616144	0.963865916
LGG	history_neoadjuvant_steroid_tx	YES (vs NO)	1.27058065	0.883657836	1.826923411	0.196206013	151/48--364/77	1(0.19%)	0.200654218	0.196206013	0.195167776	0.445429583
LGG	history_neoadjuvant_medication	NO (vs YES)	0.863507862	0.604319522	1.233860235	0.420294823	250/56--265/69	1(0.19%)	0.41920221	0.420294823	0.419892846	0.115425746
LGG	firstsymptomlongestduration	31-90Days (vs 0-30Days)	1.056898202	0.637510776	1.752180279	0.830116007	111/23--219/56	NA	NA	NA	NA	0.529242074
LGG	firstsymptomlongestduration	91-180Days (vs 0-30Days)	1.300902335	0.69611838	2.431119379	0.409628429	77/21--219/56	NA	NA	NA	NA	0.623186613
LGG	firstsymptomlongestduration	>181Days (vs 0-30Days)	0.59112216	0.361847041	0.965671593	0.035776438	37/12--219/56	NA	NA	NA	NA	0.493238419
LGG	firstsymptomlongestduration	Global	NA	NA	NA	NA	NA	71(13.79%)	0.06848743	0.086266105	0.079467665	0.745135124
LGG	histor_hay_fever	YES (vs NO)	0.409067773	0.150744453	1.110066998	0.079267136	37/4--478/121	1(0.19%)	0.042566075	0.079267136	0.069686662	0.657320001
LGG	idh1_mutation_found	NO (vs YES)	4.950025086	1.891587409	12.95353746	0.001119404	38/14--91/7	386(74.95%)	0.000563596	0.001119404	0.000316434	0.744011222
LIHC	AR	(continuous)	0.932889027	0.876568098	0.992828666	0.028779774	370/130	7(1.86%)	0.032229718	0.028779774	0.028360002	0.146631722
LIHC	AR	H (vs L)	0.68538083	0.484098004	0.970354926	0.033204261	187/73--183/57	7(1.86%)	0.032377493	0.033204261	0.032191823	0.380069978
LIHC	ESR1	(continuous)	0.883203128	0.821175188	0.949916384	0.000829001	370/130	7(1.86%)	0.000853304	0.000829001	0.000792929	0.01119083
LIHC	ESR1	H (vs L)	0.512745769	0.360167904	0.729960169	0.000210061	185/79--185/51	7(1.86%)	0.000168473	0.000210061	0.000160312	0.023103654
LIHC	ESR2	(continuous)	1.009083778	0.866007268	1.175798527	0.907722259	370/130	7(1.86%)	0.907903419	0.907722259	0.907723949	0.920977528
LIHC	ESR2	H (vs L)	0.898857984	0.634874227	1.272607457	0.547792433	187/68--183/62	7(1.86%)	0.547487993	0.547792433	0.547610624	0.665875086
LIHC	PGR	(continuous)	0.979559931	0.89939183	1.066873889	0.635461635	370/130	7(1.86%)	0.634393774	0.635461635	0.63544013	0.30578049
LIHC	PGR	H (vs L)	0.884725361	0.626835389	1.248715336	0.486037181	185/65--185/65	7(1.86%)	0.486169936	0.486037181	0.485768278	0.091162993
LIHC	BMI	(continuous)	1.001854729	0.973016248	1.031547932	0.901041373	340/114	37(9.81%)	0.901360271	0.901041373	0.901044513	0.513181169
LIHC	age_at_initial_pathologic_diagnosis	(continuous)	1.012617609	0.999000321	1.026420513	0.069497467	376/132	1(0.27%)	0.064182107	0.069497467	0.069262498	0.182147774
LIHC	BMI_category	Over (vs Normal)	0.807565245	0.518215404	1.258475953	0.345035486	92/29--180/61	NA	NA	NA	NA	0.322032411
LIHC	BMI_category	Obesity (vs Normal)	0.89643513	0.558128011	1.439805789	0.651106317	69/24--180/61	NA	NA	NA	NA	0.445139036
LIHC	BMI_category	Global	NA	NA	NA	NA	NA	37(9.81%)	0.625707343	0.630131391	0.629233849	0.542950167
LIHC	gender	FEMALE (vs MALE)	1.21660051	0.855206751	1.730712252	0.27561759	122/51--255/81	1(0.27%)	0.279503755	0.27561759	0.274875126	0.207041164
LIHC	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.366487094	0.840713223	2.221074829	0.207711574	87/26--175/44	NA	NA	NA	NA	0.80698758
LIHC	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.590011463	1.706191219	3.931657426	7.87E-06	86/45--175/44	NA	NA	NA	NA	0.862083522
LIHC	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	5.44522576	1.682263329	17.62535215	0.004685706	5/3--175/44	NA	NA	NA	NA	0.390703625
LIHC	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	25(6.63%)	4.19E-05	1.52E-05	4.93E-06	0.820385343
LIHC	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.408895203	1.665632576	3.483827216	3.01E-06	91/48--262/70	25(6.63%)	7.24E-06	3.01E-06	1.44E-06	0.678548511
LIHC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.082825075	0.756338459	1.550245303	0.663833945	137/48--235/80	6(1.59%)	0.664899768	0.663833945	0.663751799	0.062032412
LIHC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	2.33573004	1.604077951	3.401103303	9.66E-06	154/80--202/43	22(5.84%)	5.10E-06	9.66E-06	5.25E-06	1.11E-06
LIHC	residual_tumor	R1 (vs R0)	1.448369704	0.70576541	2.972340056	0.312531139	22/8--330/112	NA	NA	NA	NA	0.11971559
LIHC	residual_tumor	R2 (vs R0)	10.73051031	1.464996094	78.5966952	0.019500669	17/8--330/112	NA	NA	NA	NA	0.768632189
LIHC	residual_tumor	RX (vs R0)	3.146056368	1.512561033	6.543650444	0.002159142	1/1--330/112	NA	NA	NA	NA	0.603283215
LIHC	residual_tumor	Global	NA	NA	NA	NA	NA	8(2.12%)	0.015195471	0.001990088	0.000353219	0.407904787
LIHC	new_tumor_event_type	Intrahepatic_Recurrence (vs NO)	0.91482425	0.57595061	1.453081902	0.706108099	76/28--199/51	NA	NA	NA	NA	0.000326184
LIHC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	1.706138773	1.09462948	2.659264679	0.018311681	62/32--199/51	NA	NA	NA	NA	0.018013937
LIHC	new_tumor_event_type	Extrahepatic_Recurrence (vs NO)	1.356601485	0.761964783	2.415292188	0.30007981	29/15--199/51	NA	NA	NA	NA	0.001171429
LIHC	new_tumor_event_type	New_Primary_Tumor (vs NO)	1.558238357	0.663921463	3.657219887	0.308204915	11/6--199/51	NA	NA	NA	NA	0.268889463
LIHC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.27%)	0.097513345	0.083069102	0.076794413	0.000896019
LIHC	new_tumor_event_dx_days_to	YES (vs NO)	1.250013278	0.879454662	1.776706933	0.213526268	179/81--198/51	1(0.27%)	0.210160507	0.213526268	0.212596016	9.43E-05
LIHC	eastern_cancer_oncology_group	1 (vs 0)	1.805660756	1.124382368	2.899734878	0.014483845	86/33--166/36	NA	NA	NA	NA	0.978504793
