Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg12124589	QSOX1	NM_002826;NM_001004128	Body	chr1:180123555-180124584
cg12161331	MIR141	NR_029682	TSS200	
cg12173181	RNF128	NM_024539	TSS1500	
cg12179661	ENTPD8	NM_198585;NM_001033113	5'UTR	chr9:140335758-140336321
cg12184624	CALHM3	NM_001129742	TSS200	
cg12196045	MAP1LC3B2	NM_001085481;NM_001085481	5'UTR	
cg12196045	MAP1LC3B2	NM_001085481;NM_001085481	1stExon	
cg12221689	VWA3B	NM_144992	Body	
cg12229082	ATG9B	NM_173681	TSS200	chr7:150725173-150726018
cg12245706	DYSF	NM_001130455;NM_001130979;NM_001130980;NM_001130982;NM_001130976;NM_001130987;NM_001130986;NM_001130981;NM_001130984;NM_001130983;NM_001130978;NM_001130985;NM_003494;NM_001130977	Body	
cg12302621	SLC28A1	NM_004213;NM_201651	TSS1500	
cg12349422	TNNC1	NM_003280	3'UTR	
cg12350407	KIF6	NM_145027	Body	
cg12352399	TOP2B	NM_001068	Body	
cg12378878	DLEU2	NR_002612	TSS1500	chr13:50697984-50702286
cg12395299	APBA2	NM_001130414;NM_005503	Body	
cg12398921	GUCY1B3	NM_000857	Body	
cg12402318	TMOD3	NM_014547	5'UTR	
cg12415917	OR56A1	NM_001001917;NM_001001917	3'UTR	
cg12415917	OR56A1	NM_001001917;NM_001001917	1stExon	
cg12421282	NFYC	NM_014223;NM_001142590;NR_024567;NM_001142588;NM_001142589;NM_001142587	5'UTR	chr1:41157162-41157975
cg12421282	LOC100130557	NM_014223;NM_001142590;NR_024567;NM_001142588;NM_001142589;NM_001142587	TSS1500	chr1:41157162-41157975
cg12423493	FKBP2	NM_004470;NM_001135208	TSS1500	chr11:64008283-64009487
cg12434312	PTPRE	NM_006504;NM_130435	Body	
cg12434312	PTPRE	NM_006504;NM_130435	TSS1500	
cg12461099	ALDH4A1	NM_001161504;NM_170726;NM_003748	TSS1500	
cg12461099	ALDH4A1	NM_001161504;NM_170726;NM_003748	Body	
cg12488585	EP400	NM_015409	TSS1500	chr12:132434352-132435241
cg12491114	KRT19	NM_002276	TSS1500	chr17:39683908-39684599
cg12491169	LRRC4C	NM_020929	5'UTR	
cg12500811	VEGFC	NM_005429	Body	
cg12542933	VAMP8	NM_003761;NM_003761	5'UTR	
cg12542933	VAMP8	NM_003761;NM_003761	1stExon	
cg12556823	CDKAL1	NM_017774	Body	
cg12565635	AGR2	NM_006408	TSS1500	
cg12604162	KCNAB2	NM_003636;NM_172130	TSS1500	chr1:6086244-6086494
cg12619504	SQSTM1	NM_001142299;NM_014275;NM_001142298	TSS1500	chr5:179232532-179234595
cg12619504	MGAT4B	NM_001142299;NM_014275;NM_001142298	Body	chr5:179232532-179234595
cg12651712	CYP4A11	NM_000778	1stExon	
cg12654045	PADI1	NM_013358	Body	
cg12690246	AQP5	NM_001651	Body	chr12:50354839-50356163
cg12699599	PHGR1	NM_001145643	TSS200	
cg12701088	MCF2L	NM_001112732;NM_024979	Body	chr13:113635654-113635899
cg12743031	PTK2B	NM_173175;NM_004103;NM_173174;NM_173176	5'UTR	
cg12769118	C1orf150	NM_145278	TSS200	
cg12787571	ALDH3A1	NM_000691;NM_001135168;NM_001135167	5'UTR	chr17:19648139-19648492
cg12787571	ALDH3A1	NM_000691;NM_001135168;NM_001135167	TSS1500	chr17:19648139-19648492
cg12787571	ALDH3A1	NM_000691;NM_001135168;NM_001135167	TSS200	chr17:19648139-19648492
cg12792264	GLT25D2	NM_015101	Body	
cg12798338	TMC8	NM_152468;NM_007267	Body	chr17:76127521-76128406
cg12798338	TMC6	NM_152468;NM_007267	TSS200	chr17:76127521-76128406
cg12817352	METRNL	NM_001004431	Body	chr17:81050692-81050986
cg12896170	TRIM27	NM_006510	Body	chr6:28890951-28892013
cg12911122	FOXP4	NM_001012427;NM_138457;NM_001012426	5'UTR	chr6:41513652-41516189
cg12918081	LHFPL3	NM_199000	Body	
cg12918130	HYAL4	NM_012269	5'UTR	
cg12967164	ELFN1	NM_001128636	5'UTR	chr7:1753446-1753706
cg13013841	EVPLL	NM_001145127	TSS200	
cg13015534	ST6GALNAC1	NM_018414;NM_018414	5'UTR	
cg13015534	ST6GALNAC1	NM_018414;NM_018414	1stExon	
cg13043454	LHCGR	NM_000233	Body	chr2:48982621-48982958
cg13100753	ATP6V1G3	NM_133262;NM_133326	TSS200	
cg13153865	OSGIN2	NM_004337;NM_004337;NM_001126111	5'UTR	chr8:90914197-90915340
cg13153865	OSGIN2	NM_004337;NM_004337;NM_001126111	1stExon	chr8:90914197-90915340
cg13153865	OSGIN2	NM_004337;NM_004337;NM_001126111	TSS1500	chr8:90914197-90915340
cg13221107	KRT6B	NM_005555	TSS200	
cg13268590	MAGI1	NM_015520;NM_001033057;NM_004742	Body	
cg13295878	ALDH3A1	NM_001135167;NM_000691;NM_001135168	TSS1500	chr17:19648139-19648492
cg13295878	ALDH3A1	NM_001135167;NM_000691;NM_001135168	5'UTR	chr17:19648139-19648492
cg13314965	TM4SF19	NM_138461	TSS1500	
cg13342364	SEPT9	NM_001113492;NM_001113491	TSS200	
cg13342364	SEPT9	NM_001113492;NM_001113491	Body	
cg13382100	PUS1	NM_001002020;NM_001002019;NM_025215	Body	chr12:132413338-132414801
cg13424229	CPA3	NM_001870	TSS1500	
cg13453168	PTPRE	NM_130435;NM_006504	TSS200	
cg13453168	PTPRE	NM_130435;NM_006504	Body	
cg13454846	TMEM82	NM_001013641	TSS1500	chr1:16070628-16070853
cg13474897	DAB1	NM_021080	Body	
cg13477812	PDLIM3	NM_001114107;NM_014476	Body	
cg13485320	SLC22A18AS	NM_007105;NM_183233	Body	chr11:2923301-2923817
cg13485320	SLC22A18	NM_007105;NM_183233	TSS1500	chr11:2923301-2923817
cg13506485	PLCE1	NM_016341	Body	
cg13520715	C21orf129	NR_027272;NR_024028	Body	
cg13520715	NCRNA00112	NR_027272;NR_024028	TSS1500	
cg13521678	LOC100133920	NR_024443	Body	
cg13523654	CHST9	NM_031422	5'UTR	chr18:24764951-24765507
cg13553455	COL17A1	NM_000494	TSS1500	
cg13564020	NRXN3	NM_004796;NM_001105250;NM_138970	Body	
cg13568258	CCDC114	NM_144577	TSS200	chr19:48824529-48825493
cg13615963	CCR6	NM_031409;NM_004367;NM_031409	5'UTR	
cg13615963	CCR6	NM_031409;NM_004367;NM_031409	1stExon	
cg13619074	DMRT1	NM_021951	Body	
cg13636887	ADSSL1	NM_152328	TSS1500	chr14:105189927-105190864
cg13687885	FILIP1	NM_015687	Body	
cg13688162	OR4N2	NM_001004723	TSS1500	
cg13689073	LARP1	NM_015315	Body	
cg13689699	RXRA	NM_002957	Body	
cg13695746	CCDC3	NM_031455	Body	
cg13700912	MAD1L1	NM_003550;NM_001013837;NM_001013836	Body	chr7:1967664-1967994
cg13718960	RNASE1	NM_198235;NM_198234;NM_002933;NM_198232	TSS1500	
cg13791379	OBSCN	NM_052843;NM_001098623	Body	
cg13801402	BCL2L15	NM_001010922	1stExon	
cg13841742	OCIAD2	NM_001014446;NM_152398	TSS1500	chr4:48908292-48908850
cg13845858	ABCA2	NM_001606;NM_212533	Body	chr9:139917178-139917492
cg13882486	LPAR1	NM_001401;NM_057159	5'UTR	
cg13886799	ANO7	NM_001001891;NM_001001666;NM_001001666;NM_001001891	5'UTR	
cg13886799	ANO7	NM_001001891;NM_001001666;NM_001001666;NM_001001891	1stExon	
cg13888509	STRA6	NM_001142617;NM_022369;NM_001142618;NM_001142619;NM_001142620	5'UTR	
cg13888509	STRA6	NM_001142617;NM_022369;NM_001142618;NM_001142619;NM_001142620	TSS1500	
cg13888509	STRA6	NM_001142617;NM_022369;NM_001142618;NM_001142619;NM_001142620	TSS200	
cg13904520	LY9	NM_002348	Body	
cg13916421	KCNK2	NM_014217;NM_001017425;NM_001017424	Body	
cg13919466	COL16A1	NM_001856	Body	
cg13921921	ARHGEF2	NM_004723;NM_001162383;NM_001162384	Body	
cg13940125	CRB1	NM_201253	TSS1500	
cg13959031	ISCA1	NM_030940	Body	chr9:88896741-88897721
cg14004678	CANT1	NM_001159773;NM_001159772;NM_138793	5'UTR	
cg14010720	PTK6	NM_005975	TSS200	chr20:62168432-62168684
cg14051368	ABCC8	NM_000352	Body	chr11:17497463-17498626
cg14057303	MIR548Q	NR_031752;NM_021224	Body	
cg14057303	ZNF462	NR_031752;NM_021224	5'UTR	
cg14093792	SLC6A12	NM_001122847;NM_003044;NM_001122848	TSS200	
cg14093792	SLC6A12	NM_001122847;NM_003044;NM_001122848	TSS1500	
cg14093792	SLC6A12	NM_001122847;NM_003044;NM_001122848	5'UTR	
cg14098951	PRR7	NM_030567	5'UTR	chr5:176873349-176874737
cg14133064	PDCD1LG2	NM_025239	Body	
cg14149492	LHX4	NM_033343	Body	
cg14161165	ASTN2	NM_198186;NM_014010;NM_198187	Body	
cg14167629	GRHL3	NM_198173	1stExon	chr1:24648202-24648985
cg14187860	LOC284805	NR_026959	TSS200	
cg14200127	DPYD	NM_000110	Body	
cg14228830	RBP1	NM_002899;NM_001130992;NM_001130993	Body	chr3:139257712-139257949
cg14250336	DAPK1	NM_004938	Body	
cg14294096	MIR670	NR_031577	TSS200	
cg14301348	LZTS1	NM_021020	Body	chr8:20107432-20107658
cg14304496	PNPLA7	NM_152286;NM_001098537	Body	chr9:140437727-140437955
cg14326009	C9orf3	NM_032823	Body	
cg14357535	POMC	NM_000939;NM_001035256	5'UTR	chr2:25391072-25391875
cg14366598	IL25	NM_172314;NM_022789	TSS1500	
cg14385738	PTPN22	NM_012411;NM_012411;NM_015967;NM_015967	5'UTR	
cg14385738	PTPN22	NM_012411;NM_012411;NM_015967;NM_015967	1stExon	
cg14394451	C9orf135	NM_001010940	Body	
cg14396214	LIME1	NM_017806;NM_017806	5'UTR	chr20:62368955-62371962
cg14396214	LIME1	NM_017806;NM_017806	1stExon	chr20:62368955-62371962
cg14414873	C9orf152	NM_001012993	TSS200	
cg14434293	ADARB2	NM_018702	Body	chr10:1595542-1595792
cg14435109	SGPP2	NM_152386	TSS1500	chr2:223288922-223290013
cg14445389	AFF3	NM_001025108;NM_002285	Body	
cg14456143	GEN1	NM_182625;NM_001130009	5'UTR	chr2:17934555-17935902
cg14462402	GRIK4	NM_014619	Body	
cg14473904	CHD2	NM_001271;NM_001042572	Body	
cg14478422	NGEF	NM_019850;NM_019850	1stExon	
cg14478422	NGEF	NM_019850;NM_019850	5'UTR	
cg14480249	DOK7	NM_173660;NM_001164673	Body	chr4:3485963-3486381
cg14483162	TTC1	NM_003314	3'UTR	
cg14506696	DAPP1	NM_014395	TSS200	
cg14508633	SLC26A5	NM_206885;NM_198999;NM_206883;NM_001167962;NM_206884	5'UTR	chr7:103085710-103086132
cg14517119	HCN1	NM_021072	Body	
cg14533298	PXDNL	NM_144651	Body	
cg14572467	TMPRSS13	NM_001077263	TSS200	
cg14601357	PTK6	NM_005975	TSS200	chr20:62168432-62168684
cg14609407	SLPI	NM_003064	1stExon	
cg14611084	FLJ35390	NR_024416;NR_015401;NR_024116	TSS200	chr7:44079004-44079251
cg14611084	FLJ35390	NR_024416;NR_015401;NR_024116	Body	chr7:44079004-44079251
cg14611084	RASA4P	NR_024416;NR_015401;NR_024116	Body	chr7:44079004-44079251
cg14615559	LCN2	NM_005564	TSS200	
cg14743534	FLJ35390	NR_024416;NR_015401;NR_024116	TSS200	chr7:44079004-44079251
cg14743534	FLJ35390	NR_024416;NR_015401;NR_024116	Body	chr7:44079004-44079251
cg14743534	RASA4P	NR_024416;NR_015401;NR_024116	Body	chr7:44079004-44079251
cg14750543	RASSF2	NM_170774;NM_014737	Body	
cg14753094	HSD17B12	NM_016142	Body	
cg14769021	XIRP1	NM_194293	5'UTR	
cg14818546	AUTS2	NM_015570;NM_001127232;NM_001127231	Body	
cg14851608	ZBTB40	NM_014870;NM_001083621	TSS1500	chr1:22778236-22778817
cg14856606	C4BPA	NM_000715	TSS200	
cg14862722	CNTN4	NM_175607	Body	
cg14865435	RTP1	NM_153708	3'UTR	chr3:186917411-186917756
cg14903245	DSCAM	NM_001389	Body	chr21:41554618-41554959
cg14939821	DOCK1	NM_001380;NM_001039762	Body	
cg14939821	FAM196A	NM_001380;NM_001039762	Body	
cg14977069	LIME1	NM_017806	TSS1500	chr20:62368955-62371962
cg14995062	MMP13	NM_002427	TSS200	
cg15016120	DCD	NM_053283	TSS1500	
cg15021031	PPP2R2B	NM_181674;NM_181677;NM_181678;NM_181676	5'UTR	
cg15021031	PPP2R2B	NM_181674;NM_181677;NM_181678;NM_181676	Body	
cg15021238	ITGA6	NM_001079818;NM_000210	Body	
cg15036894	FAM134B	NM_001034850	Body	
cg15041658	OSBPL3	NM_015550;NM_145321;NM_145320;NM_145322	Body	
cg15046507	LOC221122	NR_026681	Body	
cg15050051	ELFN1	NM_001128636	5'UTR	chr7:1784027-1786934
cg15066504	COL12A1	NM_004370;NM_080645	Body	
cg15131258	C20orf71	NM_178466;NM_001042439;NM_001042439;NM_178466	5'UTR	
cg15131258	C20orf71	NM_178466;NM_001042439;NM_001042439;NM_178466	1stExon	
cg15131883	DAB1	NM_021080	Body	
cg15164103	MEST	NM_177524	5'UTR	chr7:130126017-130126801
cg15168892	C21orf15	NR_026755	TSS200	
cg15177359	UNC13D	NM_199242;NM_199242	5'UTR	
cg15177359	UNC13D	NM_199242;NM_199242	1stExon	
cg15218995	LOC100128977	NR_024559;NM_175882	Body	
cg15218995	IMP5	NR_024559;NM_175882	1stExon	
cg15240320	OR8U1	NM_001005204;NM_001013356	TSS1500	
cg15240320	OR8U8	NM_001005204;NM_001013356	TSS1500	
cg15260508	NAA11	NM_032693	3'UTR	
cg15289899	CD81	NM_004356	TSS1500	chr11:2398223-2399598
cg15339720	SDC1	NM_002997;NM_001006946	TSS1500	chr2:20423088-20425767
cg15345743	RASSF3	NM_178169	Body	
cg15358372	HK1	NM_033500;NM_000188;NM_033498;NM_033497;NM_033496	Body	
cg15388107	AOAH	NM_001637	Body	
cg15425827	FAM83A	NM_207006;NM_032899;NM_207006;NM_032899	1stExon	
cg15425827	FAM83A	NM_207006;NM_032899;NM_207006;NM_032899	5'UTR	
cg15458254	IGFL4	NM_001002923	TSS1500	
cg15503752	ST6GALNAC1	NM_018414;NM_018414	5'UTR	
cg15503752	ST6GALNAC1	NM_018414;NM_018414	1stExon	
cg15524283	LEMD1	NM_001001552	3'UTR	
cg15570148	FHIT	NM_001166243;NM_002012	5'UTR	chr3:61236606-61237227
cg15605530	PLCL2	NM_015184;NM_001144382	Body	
cg15621178	AFAP1L1	NM_001146337;NM_152406	Body	
cg15705971	FAT3	NM_001008781	Body	
cg15768138	CXCR1	NM_000634	5'UTR	
cg15806880	MUPCDH	NM_021924;NM_031264	Body	chr11:624780-625053
cg15826426	SPATA8	NM_173499	TSS1500	
cg15849060	ALDH3A1	NM_000691;NM_001135168;NM_001135167	5'UTR	chr17:19648139-19648492
cg15849060	ALDH3A1	NM_000691;NM_001135168;NM_001135167	TSS1500	chr17:19648139-19648492
cg15849060	ALDH3A1	NM_000691;NM_001135168;NM_001135167	TSS200	chr17:19648139-19648492
cg15852352	OR10T2	NM_001004475	1stExon	
cg15855251	C6orf208	NR_026780;NR_026781	Body	
cg15855251	C6orf122	NR_026780;NR_026781	TSS1500	
cg15858970	LOC100287718	NM_001162435	TSS1500	
cg15885043	APBA2	NM_001130414;NM_005503	Body	
cg15975151	ELMO1	NM_014800;NM_130442	Body	
cg15975151	ELMO1	NM_014800;NM_130442	TSS1500	
cg16045731	LTB4R2	NM_019839;NM_014430	TSS1500	chr14:24779874-24780932
cg16045731	CIDEB	NM_019839;NM_014430	5'UTR	chr14:24779874-24780932
cg16094145	NINJ2	NM_016533	Body	chr12:718174-718505
cg16106427	STK32C	NM_173575	Body	chr10:134041499-134041784
cg16140179	SPERT	NM_152719	TSS1500	
cg16146033	SLC22A8	NM_004254	Body	
cg16151924	CYP7B1	NM_004820	Body	
cg16155382	GRHL3	NM_198173	Body	chr1:24648202-24648985
cg16203262	EDNRB	NM_000115	5'UTR	chr13:78492425-78493382
cg16204420	FGF10	NM_004465	Body	
cg16204559	GALNTL4	NM_198516	Body	
cg16257559	C1orf106	NM_001142569;NM_018265	5'UTR	chr1:200860076-200860576
cg16257559	C1orf106	NM_001142569;NM_018265	Body	chr1:200860076-200860576
cg16258657	RBMS3	NM_001003792;NM_001003793;NM_014483	Body	
cg16317901	SEPT9	NM_001113492;NM_001113491	TSS200	
cg16317901	SEPT9	NM_001113492;NM_001113491	Body	
cg16328548	NCKAP5	NM_207481;NM_207363	5'UTR	
cg16329896	TNS3	NM_022748	5'UTR	
cg16413675	NTN3	NM_006181	TSS1500	chr16:2521086-2525929
cg16424311	CRISP3	NM_006061	Body	
cg16437048	GPC5	NM_004466	3'UTR	
cg16461134	IGSF9B	NM_014987	Body	chr11:133800684-133800931
cg16465407	PER4	NR_002790	TSS200	
cg16497293	C16orf45	NM_001142469;NM_033201	TSS200	
cg16497293	C16orf45	NM_001142469;NM_033201	Body	
cg16522250	CNTN6	NM_014461	Body	
cg16540391	PLEKHG1	NM_001029884	5'UTR	
cg16562724	ESRP2	NM_024939	TSS1500	chr16:68269010-68272143
cg16572224	SH3PXD2B	NM_001017995	Body	
cg16581308	LDB2	NM_001290;NM_001130834	Body	
cg16599143	FMO3	NM_006894;NM_001002294	TSS1500	
cg16645907	LARP1	NM_015315	TSS200	
cg16683508	SDR16C5	NM_138969	TSS200	chr8:57232370-57232795
cg16684817	C1orf38	NM_001105556;NM_001039477;NM_004848	Body	chr1:28199031-28199257
cg16702469	CCDC141	NM_173648	Body	
cg16728539	CACNA1C	NM_001129844;NM_001129827;NM_001129839;NM_001129834;NM_001129841;NM_000719;NM_001129830;NM_001167625;NM_001129843;NM_001167624;NM_001129835;NM_001129837;NM_001167623;NM_001129840;NM_199460;NM_001129833;NM_001129832;NM_001129829;NM_001129846;NM_001129836;NM_001129838;NM_001129831;NM_001129842	Body	
cg16731157	RCAN3	NM_013441	5'UTR	chr1:24828865-24829878
cg16734913	OR5W2	NM_001001960	1stExon	
cg16736889	ACSM5	NM_017888	5'UTR	
cg16762386	NR0B2	NM_021969;NM_021969	1stExon	
cg16762386	NR0B2	NM_021969;NM_021969	5'UTR	
cg16780688	MAL2	NM_052886	TSS1500	chr8:120220388-120221222
cg16787352	ANKRD9	NM_152326	5'UTR	chr14:102973317-102976666
cg16873414	PARVG	NR_024427;NM_001137605	TSS200	
cg16879115	APOBEC1	NM_001644	TSS1500	
cg16888658	ADCY3	NM_004036	TSS200	chr2:25142472-25143689
cg16895486	ADRA1A	NM_033302;NM_033303	3'UTR	
cg16895486	ADRA1A	NM_033302;NM_033303	Body	
cg16941568	HCCA2	NM_053005;NM_004420	Body	chr11:1577705-1579091
cg16941568	DUSP8	NM_053005;NM_004420	3'UTR	chr11:1577705-1579091
cg16947583	GULP1	NM_016315	Body	
cg16977872	FKBP2	NM_057092;NM_004470;NM_001135208	TSS1500	chr11:64008283-64009487
cg16986846	SCGB2A1	NM_002407;NM_002407	1stExon	
cg16986846	SCGB2A1	NM_002407;NM_002407	5'UTR	
cg16993682	CD1C	NM_001765	TSS1500	
cg17004025	PRTN3	NM_002777	TSS200	chr19:843468-844085
cg17022548	NRG2	NM_013982;NM_013983;NM_013981;NM_004883	Body	
cg17038633	C5orf58	NM_001102609	Body	chr5:169659830-169660229
cg17079431	CPA6	NM_020361;NM_001127445	TSS1500	
cg17097481	SLC15A5	NM_001170798	TSS1500	
cg17142183	IL1R2	NM_004633	TSS200	
cg17210535	MCF2L2	NM_015078;NM_032047	Body	
cg17210535	B3GNT5	NM_015078;NM_032047	5'UTR	
cg17218270	RAB11FIP1	NM_025151;NM_001002814	Body	
cg17220055	HIVEP3	NM_024503;NM_001127714	5'UTR	
cg17238677	KCNN3	NM_002249;NM_170782	Body	chr1:154732822-154733436
cg17243289	SMAD2	NM_005901;NM_001135937;NM_001003652	TSS1500	chr18:45456484-45458024
cg17250770	FLJ14107	NR_027715;NM_018688	TSS1500	
cg17250770	BIN3	NR_027715;NM_018688	Body	
cg17252489	STK39	NM_013233	Body	
cg17260660	TSPAN18	NM_130783;NM_001031730	5'UTR	
cg17260660	TSPAN18	NM_130783;NM_001031730	TSS200	
cg17325792	ST6GALNAC3	NM_001160011;NM_152996	3'UTR	
cg17325792	ST6GALNAC3	NM_001160011;NM_152996	Body	
cg17339440	RAB11FIP1	NM_025151;NM_001002814	Body	
cg17344048	SPINT2	NM_021102;NM_001166103	Body	chr19:38754846-38755699
cg17421062	S100A7	NM_002963	5'UTR	
cg17421805	FCRL6	NM_001004310	Body	
cg17474524	PTK6	NM_005975	TSS200	chr20:62168432-62168684
cg17511128	PCYT1B	NM_001163264	TSS1500	
cg17518550	C1orf150	NM_145278	TSS200	
cg17544584	HECW1	NM_015052	Body	chr7:43288634-43288948
cg17623116	LRRC3B	NM_052953	5'UTR	
cg17672614	C6orf176	NR_026860;NR_026861	Body	
cg17689601	NRG3	NM_001165972;NM_001165973;NM_001010848	Body	
cg17733836	CTNNA2	NM_001164883;NM_004389	3'UTR	
cg17755386	SNORD46	NR_000024;NM_001012;NR_001456	Body	chr1:45241013-45241900
cg17755386	RPS8	NR_000024;NM_001012;NR_001456	Body	chr1:45241013-45241900
cg17755386	SNORD38A	NR_000024;NM_001012;NR_001456	TSS1500	chr1:45241013-45241900
cg17755518	SLC44A5	NM_001130058;NM_152697	TSS1500	chr1:76080454-76080808
cg17782848	KCNIP1	NM_001034837;NM_014592;NM_001034838	Body	
cg17799287	MIR19A	NR_029489;NR_027349;NR_027350;NR_029487;NR_029488	TSS1500	chr13:91999541-92001441
cg17799287	MIR17HG	NR_029489;NR_027349;NR_027350;NR_029487;NR_029488	Body	chr13:91999541-92001441
cg17799287	MIR17	NR_029489;NR_027349;NR_027350;NR_029487;NR_029488	TSS1500	chr13:91999541-92001441
cg17799287	MIR18A	NR_029489;NR_027349;NR_027350;NR_029487;NR_029488	TSS1500	chr13:91999541-92001441
cg17827670	AHCYL2	NM_001130722;NM_001130720;NM_001130723;NM_001130723;NM_001130722;NM_015328	1stExon	
cg17827670	AHCYL2	NM_001130722;NM_001130720;NM_001130723;NM_001130723;NM_001130722;NM_015328	Body	
cg17827670	AHCYL2	NM_001130722;NM_001130720;NM_001130723;NM_001130723;NM_001130722;NM_015328	5'UTR	
cg17843212	FOXJ3	NM_014947	5'UTR	
cg17921115	VSIG1	NM_182607;NM_001170553;NM_182607;NM_001170553	1stExon	
cg17921115	VSIG1	NM_182607;NM_001170553;NM_182607;NM_001170553	5'UTR	
cg17937340	COL6A6	NM_001102608	Body	
cg17968946	KIAA1549	NM_001164665;NM_020910	Body	
cg17980364	TMEM135	NR_033149;NM_001168724;NM_022918	TSS1500	chr11:86748660-86749093
cg18009021	PDLIM5	NR_024179;NM_001011515;NM_006457;NM_001011516;NM_001011513	Body	chr4:95372801-95373535
cg18120259	LOC100132354	NR_024478	Body	
cg18123581	RIPK2	NM_003821	Body	chr8:90769535-90770457
cg18127823	ADAP1	NM_006869	Body	chr7:965987-966266
cg18142906	WDR49	NM_178824	Body	
cg18157275	OR5M10	NM_001004741;NM_001013356	1stExon	
cg18157275	OR8U8	NM_001004741;NM_001013356	Body	
cg18166144	PTPRE	NM_006504;NM_130435	Body	
cg18166144	PTPRE	NM_006504;NM_130435	TSS1500	
cg18170229	SLC6A12	NM_001122847;NM_003044;NM_001122848	5'UTR	
cg18170229	SLC6A12	NM_001122847;NM_003044;NM_001122848	TSS200	
cg18184218	KIAA1217	NM_019590;NM_001098500;NM_001098501	Body	
cg18186672	DYSF	NM_001130980;NM_001130981;NM_001130976;NM_001130979;NM_001130977;NM_001130978;NM_003494	TSS1500	chr2:71680558-71681276
cg18187729	HHLA1	NM_001145095	1stExon	
cg18196063	GRHL3	NM_198173;NM_198174;NM_021180	Body	chr1:24648202-24648985
cg18196063	GRHL3	NM_198173;NM_198174;NM_021180	5'UTR	chr1:24648202-24648985
cg18202928	FBXL7	NM_012304	Body	
cg18218190	ELF3	NM_004433;NM_001114309	Body	
cg18222192	ODZ4	NM_001098816	5'UTR	
cg18284590	CLCNKB	NM_001165945;NM_000085	Body	
cg18297196	TREML2	NM_024807	TSS200	
cg18395354	SDK1	NM_152744	Body	
cg18409302	CD81	NM_004356	TSS1500	chr11:2398223-2399598
cg18414381	EHF	NM_012153	5'UTR	
cg18442362	OGDH	NM_001003941;NM_001165036;NM_002541	Body	
cg18443571	ZNF710	NM_198526	5'UTR	chr15:90545272-90545911
cg18458373	DOCK2	NM_004946	Body	
cg18459339	NRXN3	NM_004796;NM_001105250;NM_138970	Body	
cg18486258	C6orf132	NM_001164446	TSS200	chr6:42109904-42110361
cg18489675	ADARB2	NM_018702	Body	chr10:1404659-1406219
cg18549946	TOMM20L	NM_207377	TSS1500	chr14:58862541-58863209
cg18554789	HIPK2	NM_001113239;NM_022740	Body	
cg18576057	FAM169B	NM_182562	3'UTR	
cg18590130	LOC399959	NR_024430;NR_029477	Body	
cg18590130	MIRLET7A2	NR_024430;NR_029477	TSS1500	
cg18597220	NRXN3	NM_004796;NM_001105250;NM_138970	Body	
cg18666748	PALM	NM_002579;NM_001040134	Body	chr19:736135-736426
cg18668449	LAMA5	NM_005560	Body	chr20:60926764-60927157
cg18684951	SPRY4	NM_030964;NM_001127496	5'UTR	chr5:141703749-141705023
cg18693704	CMTM4	NM_178818;NM_181521	TSS1500	chr16:66729825-66731262
cg18754118	GNG7	NM_052847	5'UTR	chr19:2588375-2588590
cg18865080	NELL1	NM_006157;NM_201551	Body	
cg18868540	F2	NM_000506	TSS1500	
cg18911817	NKD2	NM_033120	Body	chr5:1008715-1010039
cg18921475	C7orf42	NM_017994	Body	
cg18931633	CLU	NM_001171138;NM_001831	TSS1500	chr8:27471954-27472523
cg18931633	CLU	NM_001171138;NM_001831	Body	chr8:27471954-27472523
cg18944144	OPCML	NM_002545;NM_001012393	Body	
cg18964590	SLC43A2	NM_152346	Body	
cg18967533	KLK6	NM_001012964;NM_002774;NM_001012965	TSS1500	
cg18967533	KLK6	NM_001012964;NM_002774;NM_001012965	5'UTR	
cg19003975	UNC5D	NM_080872	Body	
cg19051042	KRT19	NM_002276	Body	chr17:39683908-39684599
cg19071976	TNXB	NM_019105	Body	
cg19103704	FCGBP	NM_003890	TSS1500	
cg19106968	MGAT5	NM_002410	Body	
cg19127840	MIR223	NR_029637	TSS200	
cg19200333	SORCS1	NM_052918;NM_001013031	Body	
cg19220607	APLP1	NM_001024807;NM_005166	Body	chr19:36365453-36365824
cg19238840	GP2	NM_001007241;NM_001502;NM_001007240;NM_001007242	TSS1500	
cg19254514	MASP1	NM_139125;NM_001879;NM_001031849	Body	
cg19267254	CASP9	NM_001229;NM_032996	Body	
cg19307584	CHN2	NM_004067	Body	
cg19311055	RNF5P1	NR_003129	TSS1500	
cg19317258	NAV1	NM_020443	Body	
cg19321695	TSPAN1	NM_005727	5'UTR	
cg19345602	PATE1	NM_138294	TSS1500	
cg19345896	IL1RAPL1	NM_014271	3'UTR	
cg19378892	OR10J3	NM_001004467	1stExon	
cg19405883	RAI14	NM_001145523;NM_001145520;NM_001145525;NM_001145521;NM_015577;NM_001145522	TSS200	
cg19405883	RAI14	NM_001145523;NM_001145520;NM_001145525;NM_001145521;NM_015577;NM_001145522	Body	
cg19405883	RAI14	NM_001145523;NM_001145520;NM_001145525;NM_001145521;NM_015577;NM_001145522	5'UTR	
cg19409026	KDM4DL	NM_001161630;NM_001161630	5'UTR	
cg19409026	KDM4DL	NM_001161630;NM_001161630	1stExon	
cg19442493	HRNBP3	NM_001082575	5'UTR	
