Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg26375473	PCDHGA12	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	1stExon	chr5:140810494-140812617
cg26375473	PCDHGB3	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGB7	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA6	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA8	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA10	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA5	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGB4	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA3	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA2	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGA7	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGB2	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26375473	PCDHGB5	NM_018917;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032094;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_003735;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925	Body	chr5:140810494-140812617
cg26640901	C10orf26	NM_017787;NM_001083913;NM_017787	5'UTR	
cg26640901	C10orf26	NM_017787;NM_001083913;NM_017787	Body	
cg26640901	C10orf26	NM_017787;NM_001083913;NM_017787	1stExon	
cg26689077	ITGB7	NM_000889	5'UTR	
cg26767614	NFIX	NM_002501	Body	chr19:13135317-13136169
cg26899651	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640;NM_001113494	Body	
cg27033805	BOP1	NM_015201	Body	chr8:145498785-145499042
cg27064482	MKL2	NM_014048	Body	
cg27064928	ASFMR1	NR_024501;NR_024502;NR_024499;NR_024500;NR_024503;NM_002024	Body	chrX:146993091-146994200
cg27064928	FMR1	NR_024501;NR_024502;NR_024499;NR_024500;NR_024503;NM_002024	Body	chrX:146993091-146994200
cg27080986	ACOX3	NM_001101667;NM_003501	Body	
cg27296341	IPCEF1	NM_001130699;NM_001008503;NM_015553;NM_001130700	Body	
cg27296341	OPRM1	NM_001130699;NM_001008503;NM_015553;NM_001130700	Body	
cg27485619	CTBP2	NM_001083914;NM_001329	5'UTR	
cg27517345	C10orf26	NM_017787;NM_001083913;NM_017787	5'UTR	
cg27517345	C10orf26	NM_017787;NM_001083913;NM_017787	Body	
cg27517345	C10orf26	NM_017787;NM_001083913;NM_017787	1stExon	
cg27658698	RNF44	NM_014901	3'UTR	
cg27659903	AGAP1	NM_014914;NM_001037131	Body	
cg00050692	DNMT3A	NM_022552;NM_175630;NM_175629	Body	
cg00073010	RAI1	NM_030665	5'UTR	chr17:17625605-17628500
cg00121389	MTUS1	NM_001001931;NM_020749;NM_001001925;NM_001166393;NM_001001924	Body	
cg00121389	MTUS1	NM_001001931;NM_020749;NM_001001925;NM_001166393;NM_001001924	TSS200	
cg00160583	COL16A1	NM_001856	Body	chr1:32169537-32169869
cg00184452	DMRTA2	NM_032110	5'UTR	chr1:50884228-50891471
cg00251716	SDCCAG8	NM_006642	Body	
cg00310940	SLC2A5	NM_003039;NM_001135585;NM_003039;NM_001135585;NR_024180	5'UTR	chr1:9131602-9131909
cg00310940	SLC2A5	NM_003039;NM_001135585;NM_003039;NM_001135585;NR_024180	1stExon	chr1:9131602-9131909
cg00310940	SLC2A5	NM_003039;NM_001135585;NM_003039;NM_001135585;NR_024180	Body	chr1:9131602-9131909
cg00317837	DEPDC6	NM_022783	Body	
cg00332048	HDAC9	NM_178423;NM_058176;NM_058177;NM_014707;NM_178425	TSS1500	
cg00420526	SLC12A4	NM_001145961;NM_001145962;NM_005072;NM_001145964	Body	chr16:68001916-68002462
cg00428638	INSR	NM_000208;NM_001079817	Body	
cg00463982	IFT140	NM_014714;NM_024600	Body	chr16:1583809-1584641
cg00463982	TMEM204	NM_014714;NM_024600	TSS1500	chr16:1583809-1584641
cg00510149	MRVI1	NM_001100163;NM_001098579;NM_130385;NM_001100167	5'UTR	
cg00510149	MRVI1	NM_001100163;NM_001098579;NM_130385;NM_001100167	TSS1500	
cg00510598	IRX6	NM_024335	3'UTR	chr16:55364823-55365483
cg00518941	PRKCE	NM_005400	Body	
cg00539174	CTSZ	NM_001336	TSS1500	chr20:57581902-57582595
cg00561739	NDUFS6	NM_004553	Body	
cg00577560	KIAA1026	NM_201628;NM_001018001;NM_001017999;NM_015209;NM_001018000	Body	
cg00577560	KIAA1026	NM_201628;NM_001018001;NM_001017999;NM_015209;NM_001018000	5'UTR	
cg00577560	KIAA1026	NM_201628;NM_001018001;NM_001017999;NM_015209;NM_001018000	TSS1500	
cg00579868	WIPI2	NM_016003;NM_001033520;NM_001033519;NM_015610;NM_001033518	3'UTR	chr7:5267748-5268110
cg00589541	FNDC3B	NM_001135095;NM_022763	Body	
cg00673191	DOPEY2	NM_005128	5'UTR	
cg00741624	KIAA1409	NM_020818	5'UTR	chr14:93896736-93897466
cg00745693	C7orf50	NM_001134395;NM_032350;NM_001134396	Body	chr7:1135744-1135992
cg00764217	ST7	NM_018412;NM_021908	Body	
cg00808648	PACS2	NM_015197;NM_001100913	TSS1500	chr14:105780339-105782027
cg00834988	AUTS2	NM_015570;NM_001127231	Body	chr7:70060834-70061456
cg00842351	TJP2	NM_001170630;NM_001170414;NM_201629;NM_004817	Body	chr9:71788715-71789542
cg00842351	TJP2	NM_001170630;NM_001170414;NM_201629;NM_004817	5'UTR	chr9:71788715-71789542
cg00899907	LSM2	NM_021177	Body	chr6:31763240-31763905
cg00902153	LPP	NM_005578;NM_001167671;NM_001167672	Body	
cg00903584	PTPN7	NM_080588;NM_002832;NM_080588	5'UTR	
cg00903584	PTPN7	NM_080588;NM_002832;NM_080588	1stExon	
cg00918944	LOC158376	NR_024283	TSS1500	
cg00963378	GJA3	NM_021954	Body	chr13:20716137-20717372
cg00982136	CLK1	NR_027855;NM_001162407;NM_004071;NR_027856	Body	chr2:201728892-201729577
cg00994250	PLEKHG1	NM_001029884	Body	
cg01031101	NKAPL	NM_001007531	TSS200	chr6:28226979-28227483
cg01055824	CCDC88C	NM_001080414	Body	
cg01097897	PPM1H	NM_020700	Body	
cg01105356	CIITA	NM_000246	Body	
cg01154283	CRIM1	NM_016441	Body	
cg01179095	CLCN6	NM_001286	3'UTR	chr1:11898393-11898732
cg01202265	RNF150	NM_020724	Body	chr4:142053327-142054601
cg01239651	PIK3R1	NM_181523;NM_181524	Body	chr5:67584213-67584451
cg01239651	PIK3R1	NM_181523;NM_181524	TSS1500	chr5:67584213-67584451
cg01251150	PIK3R1	NM_181523	Body	
cg01298514	VEGFA	NM_001171622;NM_001171625;NM_001171623;NM_001025370;NM_001025368;NM_001171627;NM_001033756;NM_001171630;NM_001171626;NM_001025366;NM_001171628;NM_001171629;NM_003376;NM_001171624;NM_001025369;NM_001025367	TSS1500	chr6:43737632-43739852
cg01304894	MTSS1L	NM_138383	Body	chr16:70713461-70714379
cg01305421	IGF1	NM_001111283;NM_000618;NM_001111285;NM_001111283;NM_000618;NM_001111285	5'UTR	
cg01305421	IGF1	NM_001111283;NM_000618;NM_001111285;NM_001111283;NM_000618;NM_001111285	1stExon	
cg01327147	KIAA1161	NM_020702	Body	chr9:34370773-34372902
cg01384111	GREB1	NM_148903;NM_014668	TSS1500	
cg01384111	GREB1	NM_148903;NM_014668	5'UTR	
cg01422009	MPG	NM_001015054	TSS1500	chr16:127448-128631
cg01442843	RASSF5	NM_182663;NM_182665;NM_182664	Body	chr1:206730397-206730908
cg01442843	RASSF5	NM_182663;NM_182665;NM_182664	TSS1500	chr1:206730397-206730908
cg01485549	FTO	NM_001080432	Body	
cg01515543	LOC100129066	NR_024280	TSS200	
cg01548965	RELT	NM_152222;NM_032871	5'UTR	chr11:73087229-73088294
cg01604946	SH3TC2	NM_024577	Body	
cg01638185	PRKCA	NM_002737	Body	
cg01760189	ACACA	NM_198837;NM_198839;NM_198838;NM_198834;NM_198836	TSS1500	
cg01760189	ACACA	NM_198837;NM_198839;NM_198838;NM_198834;NM_198836	Body	
cg01767116	FBXL22	NM_203373	TSS1500	chr15:63892789-63893911
cg01792616	SRL	NM_001098814	Body	
cg01798157	BTG2	NM_006763	3'UTR	chr1:203274305-203275338
cg01824466	TP53INP1	NM_001135733;NM_033285	5'UTR	chr8:95960751-95962372
cg01827012	TRRAP	NM_003496	Body	
cg01841651	FLJ23834	NM_152750	Body	
cg01899937	ACSL1	NM_001995	Body	chr4:185724434-185724647
cg01905489	UBXN11	NM_001077262;NM_145345;NM_183008	Body	
cg01922613	ABCA4	NM_000350	Body	
cg01971813	PKLR	NM_000298;NM_181871	Body	chr1:155264318-155265536
cg01991934	ITPK1	NM_001142593;NM_014216;NM_001142594	Body	
cg02029665	LOC100271722	NR_027036	TSS1500	chr22:46440393-46441019
cg02029843	NEDD9	NM_001142393	Body	
cg02075410	LRBA	NM_006726;NM_006439;NM_006439	Body	chr4:151504011-151505085
cg02075410	MAB21L2	NM_006726;NM_006439;NM_006439	1stExon	chr4:151504011-151505085
cg02075410	MAB21L2	NM_006726;NM_006439;NM_006439	5'UTR	chr4:151504011-151505085
cg02108796	HCCA2	NM_053005	Body	chr11:1536729-1536953
cg02138124	EIF4EBP1	NM_004095	Body	
cg02151120	NUMA1	NM_006185	Body	
cg02182476	LOC100128573	NR_024491	Body	
cg02258482	COG7	NM_153603	Body	
cg02278841	C15orf53	NM_207444	1stExon	
cg02423105	CDH26	NM_021810;NM_177980	Body	
cg02426178	SLC44A2	NM_001145056;NM_020428	Body	chr19:10747141-10747488
cg02461363	TMEM26	NM_178505	Body	chr10:63212495-63213009
cg02479022	SLC39A14	NM_001128431;NM_001135153;NM_015359;NM_001135154	5'UTR	
cg02572796	SORBS2	NM_003603;NM_021069;NM_001145670;NM_001145671;NM_001145671;NM_001145672	5'UTR	
cg02572796	SORBS2	NM_003603;NM_021069;NM_001145670;NM_001145671;NM_001145671;NM_001145672	1stExon	
cg02572796	SORBS2	NM_003603;NM_021069;NM_001145670;NM_001145671;NM_001145671;NM_001145672	TSS200	
cg02660643	ZCCHC14	NM_015144	Body	
cg02665650	ANKS1A	NM_015245	Body	
cg02707277	BRD2	NM_001113182;NM_005104	Body	
cg02736746	PLXNA2	NM_025179	Body	
cg02764093	CIT	NM_007174	Body	chr12:120241921-120242233
cg02827572	C6orf106	NM_024294;NM_022758	Body	
cg02865822	DGKZ	NM_201533;NM_001105540;NM_003646;NM_201532	Body	
cg02865822	DGKZ	NM_201533;NM_001105540;NM_003646;NM_201532	TSS200	
cg02896970	ZCCHC14	NM_015144	Body	
cg02955354	C7orf50	NM_001134395;NM_032350;NM_001134396	Body	chr7:1135744-1135992
cg02974898	EPHB2	NM_004442;NM_017449	Body	
cg02988947	LIMD2	NM_030576	TSS1500	chr17:61776890-61778733
cg03044249	WBSCR17	NM_022479	TSS1500	chr7:70596228-70598382
cg03173502	JARID2	NM_004973	Body	
cg03218479	TRAPPC9	NM_001160372;NM_031466	Body	
cg03318904	MAP3K7IP1	NM_006116;NM_153497	Body	
cg03325407	BCL2L15	NM_001010922	3'UTR	
cg03339668	CIT	NM_007174	Body	chr12:120241921-120242233
cg03465652	GLI2	NM_005270	Body	chr2:121624827-121625209
cg03526142	SLFN12L	NM_001145027;NM_001145027	5'UTR	
cg03526142	SLFN12L	NM_001145027;NM_001145027	1stExon	
cg03540589	CSRNP1	NM_033027	5'UTR	chr3:39194241-39195359
cg03562531	CACNA1D	NM_001128839;NM_000720;NM_001128840	Body	
cg03608515	RAP2A	NM_021033	Body	
cg03713668	INO80	NM_017553	Body	
cg03726209	SORBS2	NM_001145670;NM_001145673;NM_001145671;NM_001145675;NM_003603;NM_021069;NM_001145672;NM_001145674	Body	
cg03752935	DOCK1	NM_001380	TSS1500	chr10:128593609-128595048
cg03771840	TRIM15	NM_033229	3'UTR	chr6:30139718-30140263
cg03778207	ME3	NM_006680;NM_001161586;NM_001014811	Body	
cg03790250	SLIT2	NM_004787	Body	chr4:20253276-20256868
cg03794214	RRP7A	NM_015703	Body	chr22:42909975-42910247
cg03924776	REXO1	NM_020695	Body	chr19:1826829-1828546
cg03927133	ITPKA	NM_002220	Body	chr15:41793562-41795305
cg03941587	FGF2	NM_002006	TSS1500	chr4:123747740-123748980
cg03962200	INPP5J	NM_001002837	TSS1500	
cg03978242	PLEKHH3	NM_024927	Body	chr17:40821935-40823573
cg03980550	ST5	NM_139157;NM_213618;NM_005418	Body	chr11:8752302-8752549
cg04044188	PDSS1	NM_014317	Body	
cg04149978	CASZ1	NM_001079843;NM_017766	5'UTR	chr1:10764449-10764925
cg04223420	PITX1	NM_002653	3'UTR	chr5:134363092-134365146
cg04268405	CHST3	NM_004273	TSS1500	chr10:73723711-73724770
cg04271289	SBNO2	NM_014963	Body	chr19:1152015-1152249
cg04316624	HOXD3	NM_006898	Body	chr2:177036254-177037213
cg04387597	GPRC5C	NM_022036;NM_018653	3'UTR	chr17:72442927-72443194
cg04423187	BRD4	NM_014299;NM_058243	Body	
cg04502814	SEPP1	NM_005410;NM_005410;NM_001093726;NM_001085486;NM_001093726;NM_001085486	1stExon	
cg04502814	SEPP1	NM_005410;NM_005410;NM_001093726;NM_001085486;NM_001093726;NM_001085486	5'UTR	
cg04632069	SPRY4	NM_030964;NM_001127496	Body	
cg04632069	SPRY4	NM_030964;NM_001127496	5'UTR	
cg04715649	CDC42BPB	NM_006035	Body	
cg04849985	GNG12	NM_018841	5'UTR	
cg04857420	TNFRSF11B	NM_002546	TSS1500	chr8:119964389-119964637
cg04858553	FOXK2	NM_004514	Body	chr17:80545433-80545658
cg04874580	RBPMS	NM_001008712;NM_001008710;NM_001008711;NM_006867	Body	
cg04998202	NFIA	NM_001145511	Body	chr1:61548753-61549564
cg05020625	TTBK1	NM_032538	Body	chr6:43252734-43253476
cg05083414	FAM193A	NM_003704	TSS200	
cg05127924	FBXW10	NM_031456;NM_031456	5'UTR	
cg05127924	FBXW10	NM_031456;NM_031456	1stExon	
cg05138949	IL17RD	NM_017563	Body	chr3:57198243-57199378
cg05156901	CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	5'UTR	chr22:51016253-51017020
cg05156901	CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	TSS200	chr22:51016253-51017020
cg05156901	CHKB-CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	Body	chr22:51016253-51017020
cg05166871	SKAP1	NM_003726;NM_001075099	Body	
cg05171584	ESR1	NM_000125;NM_001122741;NM_001122740;NM_001122742;NM_001122740	TSS1500	chr6:152128822-152129771
cg05171584	ESR1	NM_000125;NM_001122741;NM_001122740;NM_001122742;NM_001122740	5'UTR	chr6:152128822-152129771
cg05171584	ESR1	NM_000125;NM_001122741;NM_001122740;NM_001122742;NM_001122740	1stExon	chr6:152128822-152129771
cg05184938	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640	5'UTR	chr17:75368688-75370506
cg05184938	SEPT9	NM_001113492;NM_001113493;NM_001113491;NM_006640	Body	chr17:75368688-75370506
cg05220442	MYH14	NM_001145809;NM_001077186;NM_024729	Body	chr19:50733984-50734288
cg05254518	AKAP13	NM_144767;NM_007200;NM_006738	Body	
cg05257202	UBAC2	NM_001144072;NM_177967;NR_026644	Body	
cg05264870	NRP2	NM_201279;NM_018534;NM_201264;NM_201267;NM_003872;NM_201266	Body	
cg05306109	ITPKB	NM_002221	Body	chr1:226924560-226926553
cg05336188	UPF1	NM_002911	Body	
cg05389731	BCAR1	NM_001170718;NM_001170720;NM_001170716;NM_001170714;NM_014567;NM_001170717;NM_001170715	Body	chr16:75284680-75285821
cg05389731	BCAR1	NM_001170718;NM_001170720;NM_001170716;NM_001170714;NM_014567;NM_001170717;NM_001170715	5'UTR	chr16:75284680-75285821
cg05389731	BCAR1	NM_001170718;NM_001170720;NM_001170716;NM_001170714;NM_014567;NM_001170717;NM_001170715	TSS1500	chr16:75284680-75285821
cg05414908	LOC100302652	NM_001164165;NM_006794	TSS200	chr2:54086776-54087266
cg05414908	GPR75	NM_001164165;NM_006794	TSS200	chr2:54086776-54087266
cg05434287	MAD1L1	NM_003550;NM_001013837;NM_001013836	Body	chr7:2029116-2029326
cg05487134	STAT3	NM_213662;NM_003150;NM_139276	Body	
cg05489957	TRIM26	NM_003449	5'UTR	chr6:30180933-30182187
cg05497253	LHFPL2	NM_005779	5'UTR	
cg05502283	NFIX	NM_002501	3'UTR	chr19:13207375-13207621
cg05552874	IFIT1	NM_001548	Body	
cg05557291	KDM2B	NM_032590;NM_001005366	Body	
cg05629774	EP400	NM_015409	Body	
cg05644223	C21orf96	NR_026812;NM_001754	TSS1500	
cg05644223	RUNX1	NR_026812;NM_001754	Body	
cg05704955	VAC14	NM_018052	Body	
cg05710651	CTBP1	NM_001328;NM_001012614	Body	chr4:1209765-1210193
cg05915139	PITPNM2	NM_020845	5'UTR	
cg05915892	ENOSF1	NM_001126123;NM_017512;NM_202758	3'UTR	
cg05921138	SORL1	NM_003105	Body	
cg05939149	PLEKHH2	NM_172069	Body	
cg05945401	BAT1	NM_080598;NM_004640	Body	chr6:31509668-31509896
cg05948763	SKI	NM_003036	Body	
cg05959508	TRAF3IP3	NM_025228	TSS200	
cg05966228	CTCF	NM_006565	Body	
cg06042565	CPT1A	NM_001876;NM_001031847	Body	
cg06126019	DENND5A	NM_015213	Body	
cg06139166	ZDHHC1	NM_013304	Body	
cg06216065	ZDHHC18	NM_032283	Body	chr1:27153033-27153243
cg06242730	C7orf50	NM_001134395;NM_032350;NR_029898;NM_001134396	Body	chr7:1062496-1062966
cg06242730	MIR339	NM_001134395;NM_032350;NR_029898;NM_001134396	TSS1500	chr7:1062496-1062966
cg06259934	ZMIZ1	NM_020338	Body	
cg06380725	TRAF3IP2	NR_028338;NM_001164282;NM_001164281;NM_147686	Body	
cg06380725	TRAF3IP2	NR_028338;NM_001164282;NM_001164281;NM_147686	5'UTR	
cg06392574	TMEM217	NM_145316;NM_001162900	5'UTR	
cg06468347	ITGAE	NM_002208	TSS1500	
cg06470424	CSNK1G2	NM_001319	5'UTR	chr19:1969438-1970136
cg06488957	RAI1	NM_030665	5'UTR	chr17:17625605-17628500
cg06527213	KLHL25	NM_022480;NR_031682	5'UTR	chr15:86312153-86313047
cg06527213	MIR1276	NM_022480;NR_031682	TSS1500	chr15:86312153-86313047
cg06679494	MIR497	NR_030178;NR_029712	Body	chr17:6917569-6918539
cg06679494	MIR195	NR_030178;NR_029712	TSS1500	chr17:6917569-6918539
cg06733155	LIMK1	NM_002314	Body	
cg06749053	MIR125B1	NR_029671;NR_024430	TSS1500	
cg06749053	LOC399959	NR_029671;NR_024430	Body	
cg06756164	CLCC1	NM_001048210;NM_015127	Body	
cg06760830	MOBKL2C	NM_145279;NM_201403	Body	chr1:47078580-47078967
cg06760830	MOBKL2C	NM_145279;NM_201403	5'UTR	chr1:47078580-47078967
cg06769296	LOC100128239	NR_027276	Body	chr11:133906735-133907359
cg06773488	MBP	NM_001025090;NM_002385;NM_001025092;NM_001025081;NM_001025101;NM_001025100	Body	
cg06773488	MBP	NM_001025090;NM_002385;NM_001025092;NM_001025081;NM_001025101;NM_001025100	3'UTR	
cg06901890	FNBP1	NM_015033	Body	chr9:132804279-132806003
cg06911110	CROCC	NM_014675	Body	chr1:17292904-17293115
cg06911753	C1QTNF4	NM_031909	3'UTR	chr11:47611138-47612438
cg06916001	MIR365-1	NR_029854	TSS200	
cg06936803	SORBS2	NM_001145670;NM_001145673;NM_001145671;NM_001145675;NM_003603;NM_021069;NM_001145672;NM_001145674	Body	chr4:186560031-186560361
cg07003587	SLC38A10	NM_001037984;NM_138570	Body	chr17:79259282-79259537
cg07004744	ERICH1	NM_207332	Body	chr8:637393-638251
cg07016258	BNC1	NM_001717	TSS1500	chr15:83951980-83953930
cg07050692	CHD7	NM_017780	Body	
cg07095330	CISD3	NM_001136498	Body	chr17:36886108-36886525
cg07121644	DGKZ	NM_201533;NM_001105540;NM_003646;NM_201532	Body	
cg07121644	DGKZ	NM_201533;NM_001105540;NM_003646;NM_201532	TSS200	
cg07160746	KCNS1	NM_002251	Body	chr20:43726297-43727372
cg07165029	MAGI1	NM_015520;NM_001033057;NM_004742	Body	
cg07240689	PDCD11	NM_014976	3'UTR	
cg07279070	EMX1	NM_004097	Body	chr2:73143055-73148260
cg07339236	ATP9A	NM_006045	Body	
cg07340007	STK24	NM_003576;NM_001032296	3'UTR	
cg07436562	ITGB4	NM_001005731;NM_001005619;NM_000213	Body	chr17:73749618-73750178
cg07440264	CD59	NM_203330;NM_001127225;NM_203329;NM_001127226;NM_000611;NM_001127223;NM_001127227;NM_203331	5'UTR	
cg07440264	CD59	NM_203330;NM_001127225;NM_203329;NM_001127226;NM_000611;NM_001127223;NM_001127227;NM_203331	TSS1500	
cg07459121	SLC12A7	NM_006598	Body	chr5:1093579-1093837
cg07471943	SSTR1	NM_001049	Body	chr14:38678245-38680937
cg07478501	KANK2	NM_001136191;NM_015493;NM_015493	5'UTR	chr19:11303697-11304609
cg07478501	KANK2	NM_001136191;NM_015493;NM_015493	1stExon	chr19:11303697-11304609
cg07484727	IFT140	NM_014714;NM_024600	Body	chr16:1587683-1587899
cg07484727	TMEM204	NM_014714;NM_024600	Body	chr16:1587683-1587899
cg07599144	FBXL19	NM_001099784;NM_152288	3'UTR	chr16:30959242-30959533
cg07599144	ORAI3	NM_001099784;NM_152288	TSS1500	chr16:30959242-30959533
cg07644321	ADD1	NM_001119;NM_014190;NM_014189;NM_176801	5'UTR	chr4:2845031-2846258
cg07679948	DGKA	NM_201445;NM_201554;NM_001345;NM_201444	5'UTR	chr12:56329518-56329790
cg07682160	UPF1	NM_002911	Body	
cg07813445	SCARNA3	NR_002998;NM_022457;NM_001001740	TSS1500	
cg07813445	RFWD2	NR_002998;NM_022457;NM_001001740	Body	
cg07816247	TMEM51	NM_001136218;NM_018022;NM_001136216;NM_001136217	5'UTR	chr1:15541181-15541447
cg07888884	KSR1	NM_014238	5'UTR	
cg07899076	RNF216	NM_207111;NM_207116	Body	
cg07906046	ADCY9	NM_001116	Body	
cg07988171	TPM4	NM_001145160;NM_003290	Body	
cg07999415	NUMA1	NM_006185	Body	
cg08006956	LSM4	NM_012321	3'UTR	chr19:18420489-18420736
cg08165960	CHSY1	NM_014918	Body	
cg08188318	ANKS1A	NM_015245	Body	
cg08194377	ANKS1A	NM_015245	Body	
cg08201451	VAC14	NM_018052	Body	
cg08204162	PEBP4	NM_144962	TSS200	
cg08216304	DPYSL2	NM_001386	Body	
cg08217545	NFIC	NM_005597;NM_205843	Body	chr19:3387963-3388203
cg08260245	CPT1B	NM_152246;NM_001145135;NR_027928;NM_152245;NM_001145137;NM_001145136;NM_001145137;NM_004377;NM_001145134	5'UTR	chr22:51016253-51017020
cg08260245	CHKB-CPT1B	NM_152246;NM_001145135;NR_027928;NM_152245;NM_001145137;NM_001145136;NM_001145137;NM_004377;NM_001145134	Body	chr22:51016253-51017020
cg08260245	CPT1B	NM_152246;NM_001145135;NR_027928;NM_152245;NM_001145137;NM_001145136;NM_001145137;NM_004377;NM_001145134	1stExon	chr22:51016253-51017020
cg08299809	HPCAL1	NM_002149;NM_134421	5'UTR	
cg08310581	ARHGEF4	NM_032995;NM_015320	Body	chr2:131797362-131798088
cg08336604	UBE2N	NM_003348	Body	
cg08441314	SORL1	NM_003105	Body	
cg08540215	ABP1	NM_001091	TSS1500	
cg08545593	CTSZ	NM_001336	TSS1500	chr20:57581902-57582595
cg08608952	CDC42	NM_001039802;NM_001791;NM_044472	5'UTR	chr1:22379009-22380029
cg08643131	MUM1	NR_024247;NM_032853	TSS200	chr19:1354420-1355350
cg08643131	MUM1	NR_024247;NM_032853	5'UTR	chr19:1354420-1355350
cg08665685	SMTN	NM_006932;NM_134270;NM_134269	Body	chr22:31500396-31501239
cg08665685	SMTN	NM_006932;NM_134270;NM_134269	3'UTR	chr22:31500396-31501239
cg08703857	IQCE	NM_152558;NM_001100390	3'UTR	
cg08726900	ANKRD11	NM_013275	5'UTR	
cg08750534	SPRED2	NM_181784	Body	
cg08761073	PRLR	NM_000949	Body	
cg08774694	BCAR1	NM_001170718;NM_001170720;NM_001170716;NM_001170714;NM_014567;NM_001170717;NM_001170715	Body	chr16:75284680-75285821
cg08774694	BCAR1	NM_001170718;NM_001170720;NM_001170716;NM_001170714;NM_014567;NM_001170717;NM_001170715	5'UTR	chr16:75284680-75285821
cg08774694	BCAR1	NM_001170718;NM_001170720;NM_001170716;NM_001170714;NM_014567;NM_001170717;NM_001170715	TSS1500	chr16:75284680-75285821
